time_iter,ELBO
0.0,-5366787.218785611
83.26788620233536,-3559938.1017482444
166.53577240467072,-3483207.814833707
249.80365860700607,-3414182.0034902003
333.07154480934145,-3346941.6041113674
416.3394310116768,-3277118.7814035784
499.60731721401214,-3203356.859117943
582.8752034163475,-3127425.9310140614
666.1430896186829,-3052265.734851998
749.4109758210183,-2981605.451225878
832.6788620233536,-2917667.7291026013
915.946748225689,-2861321.3286181204
999.2146344280243,-2812775.9657847863
1082.4825206303597,-2771094.9447219456
1165.750406832695,-2735247.976595577
1249.0182930350304,-2704348.9559391094
1332.2861792373658,-2677822.5307514984
1415.5540654397012,-2655038.5527106794
1498.8219516420365,-2635458.472575873
1582.089837844372,-2618542.9764447627
1665.3577240467073,-2604005.4992636205
1748.6256102490427,-2591472.9411366596
1831.893496451378,-2580610.630906887
1915.1613826537134,-2571275.7696368
1998.4292688560486,-2563126.2077683024
2081.697155058384,-2556048.0555406013
2164.9650412607193,-2549807.399204285
2248.2329274630547,-2544219.4265109175
2331.50081366539,-2539204.7093090666
2414.7686998677254,-2534772.3815324455
2498.036586070061,-2530842.7683033105
2581.304472272396,-2527291.712968521
2664.5723584747316,-2524049.7391410796
2747.840244677067,-2521123.7655206546
2831.1081308794023,-2518437.517516622
2914.3760170817377,-2515967.3543444886
2997.643903284073,-2513685.4490839387
3080.9117894864085,-2511576.0533552193
3164.179675688744,-2509611.3244069563
3247.447561891079,-2507779.9859391823
3330.7154480934146,-2506092.239139022
3413.98333429575,-2504543.3177194227
3497.2512204980853,-2503092.1245327475
3580.5191067004207,-2501723.9860672555
3663.786992902756,-2500447.3533420973
3747.0548791050915,-2499225.070725825
3830.322765307427,-2498097.2252608803
3913.590651509762,-2497080.535443494
3996.858537712097,-2496130.9189615566
4080.1264239144325,-2495235.057867881
4163.394310116768,-2494401.9263394997
4246.662196319104,-2493601.032274379
4329.930082521439,-2492856.0817979113
4413.1979687237745,-2492161.573725344
4496.465854926109,-2491485.550453125
4579.733741128445,-2490856.405817691
4663.00162733078,-2490258.325106884
4746.269513533116,-2489693.9004186187
4829.537399735451,-2489170.0215388015
4912.805285937787,-2488667.9622533815
4996.073172140122,-2488213.4184174584
5079.3410583424575,-2487787.866994148
5162.608944544792,-2487367.816337273
5245.876830747128,-2486965.442141888
5329.144716949463,-2486571.9929997893
5412.412603151798,-2486185.3952364232
5495.680489354134,-2485814.235203883
5578.948375556469,-2485470.5857128156
5662.216261758805,-2485147.0876998547
5745.48414796114,-2484826.7492776583
5828.752034163475,-2484510.6000778815
5912.01992036581,-2484210.064816737
5995.287806568146,-2483909.378960261
6078.555692770481,-2483615.92703094
6161.823578972817,-2483336.301197037
6245.091465175152,-2483071.572611256
6328.359351377488,-2482823.526545082
6411.627237579823,-2482569.747402266
6494.895123782158,-2482325.6175847566
6578.163009984493,-2482107.018912727
6661.430896186829,-2481897.330493375
6744.698782389164,-2481698.077853932
6827.9666685915,-2481505.1476911874
6911.234554793835,-2481308.0977415037
6994.502440996171,-2481118.27013341
7077.770327198506,-2480926.0798264896
7161.038213400841,-2480731.591748865
7244.306099603176,-2480542.0359572205
7327.573985805512,-2480371.7383404206
7410.841872007847,-2480211.3490951285
7494.109758210183,-2480059.1094090673
7577.377644412518,-2479904.5542348204
7660.645530614854,-2479752.9203508906
7743.913416817189,-2479617.653407887
7827.181303019524,-2479491.0666689947
7910.449189221859,-2479363.362209484
7993.717075424194,-2479219.5510882246
8076.98496162653,-2479062.3257526215
8160.252847828865,-2478917.2478858815
8243.5207340312,-2478780.344592271
8326.788620233536,-2478641.417884733
8410.05650643587,-2478498.136161435
8493.324392638207,-2478369.992400876
8576.592278840542,-2478250.7344142417
8659.860165042877,-2478146.3342942307
8743.128051245212,-2478041.6967432443
8826.395937447549,-2477935.033889099
8909.663823649884,-2477839.568930696
8992.931709852219,-2477748.955410649
9076.199596054554,-2477651.638424226
9159.46748225689,-2477549.333145759
9242.735368459225,-2477457.5222549927
9326.00325466156,-2477371.6688070833
9409.271140863895,-2477288.922874065
9492.539027066232,-2477208.8394972384
9575.806913268567,-2477137.123331731
9659.074799470902,-2477068.763265038
9742.342685673237,-2476997.9813762167
9825.610571875573,-2476929.7470843773
9908.878458077908,-2476865.205902873
9992.146344280243,-2476793.5637455066
10075.414230482578,-2476721.367922914
10158.682116684915,-2476650.2791384887
10241.95000288725,-2476583.6149004586
10325.217889089585,-2476514.4289841014
10408.48577529192,-2476438.1386848968
10491.753661494256,-2476365.3027416174
10575.021547696591,-2476292.2994984733
10658.289433898926,-2476223.586229656
10741.557320101261,-2476161.007918016
10824.825206303596,-2476098.674500002
10908.093092505933,-2476038.7096499517
10991.360978708268,-2475977.1020432967
11074.628864910603,-2475921.1803802517
11157.896751112938,-2475863.219071639
11241.164637315274,-2475806.6082740715
11324.43252351761,-2475743.462519108
11407.700409719944,-2475676.346498868
11490.96829592228,-2475612.9229946593
11574.236182124616,-2475560.953141284
11657.50406832695,-2475514.489622618
11740.771954529286,-2475467.8672543545
11824.03984073162,-2475426.5024461844
11907.307726933957,-2475388.645544198
11990.575613136292,-2475347.164681309
12073.843499338627,-2475302.8681939426
12157.111385540962,-2475255.0557137104
12240.379271743299,-2475208.41363217
12323.647157945634,-2475157.1945363097
12406.915044147969,-2475110.3674360225
12490.182930350304,-2475068.0998930475
12573.45081655264,-2475025.932331242
12656.718702754975,-2474978.85263883
12739.98658895731,-2474931.089927525
12823.254475159645,-2474891.0221871636
12906.522361361982,-2474852.1704655476
12989.790247564317,-2474813.275050008
13073.058133766652,-2474770.532674129
13156.326019968987,-2474727.371074383
13239.593906171323,-2474683.4742974024
13322.861792373658,-2474638.897474661
13406.129678575993,-2474600.4517319
13489.397564778328,-2474557.6741831508
13572.665450980663,-2474511.126988191
13655.933337183,-2474471.621774604
13739.201223385335,-2474439.7678002184
13822.46910958767,-2474408.7746213875
13905.736995790005,-2474378.6150971055
13989.004881992341,-2474344.706089994
14072.272768194676,-2474307.7033526716
14155.540654397011,-2474267.991620237
14238.808540599346,-2474230.6159418663
14322.076426801683,-2474194.696023026
14405.344313004018,-2474160.7207754334
14488.612199206353,-2474135.608217436
14571.880085408688,-2474112.338689874
