time_iter,ELBO
14655.147971611024,-2474086.7443124643
14738.41585781336,-2474061.400886905
14821.683744015694,-2474035.1417626073
14904.95163021803,-2474013.89202985
14988.219516420366,-2473991.82151908
15071.4874026227,-2473971.115660671
15154.755288825036,-2473952.9255757662
15238.02317502737,-2473933.8928007833
15321.291061229707,-2473913.862236324
15404.558947432042,-2473892.632327904
15487.826833634377,-2473869.916610556
15571.094719836712,-2473845.3402507664
15654.362606039049,-2473819.6901935805
15737.630492241384,-2473795.795051464
15820.898378443719,-2473769.7811241965
15904.166264646054,-2473745.4996022093
15987.434150848389,-2473719.3037691
16070.702037050725,-2473689.8187107346
16153.96992325306,-2473657.992612211
16237.237809455395,-2473628.3326137303
16320.50569565773,-2473598.633570374
16403.773581860067,-2473568.3542084163
16487.0414680624,-2473544.3021774986
16570.309354264737,-2473520.513027456
16653.57724046707,-2473497.8287493684
