time_iter,ELBO
0.0,-2643278.551373774
22.72546159029007,-1012601.2095292318
45.45092318058014,-1032581.8568762371
68.17638477087021,-1050493.6068663409
90.90184636116028,-1064020.563153455
113.62730795145035,-1073438.8154795761
136.35276954174043,-1078862.9143846568
159.07823113203048,-1080145.4393220062
181.80369272232056,-1076971.1333533884
204.52915431261064,-1068985.223324927
227.2546159029007,-1055934.3044932068
249.98007749319078,-1037809.2610517052
272.70553908348086,-1014961.2759435298
295.43100067377094,-988138.3746519672
318.15646226406096,-958403.0310917114
340.88192385435104,-926945.6133697332
363.6073854446411,-894863.7424508318
386.3328470349312,-862997.2525124127
409.0583086252213,-831874.5715628657
431.7837702155113,-801758.4643038311
454.5092318058014,-772742.221348474
477.2346933960915,-744829.4595277386
499.96015498638155,-717973.1911454825
522.6856165766716,-692122.9772834171
545.4110781669617,-667273.473184158
568.1365397572517,-643437.55186416
590.8620013475419,-620624.3438334726
613.5874629378319,-598845.3196349009
636.3129245281219,-578110.002828289
659.0383861184121,-558421.5420038418
681.7638477087021,-539767.1438996854
704.4893092989922,-522112.2992263017
727.2147708892822,-505410.916912109
749.9402324795723,-489604.6548095095
772.6656940698624,-474637.4212472914
795.3911556601524,-460476.9358055771
818.1166172504426,-447096.0584621278
840.8420788407326,-434455.0188198609
863.5675404310226,-422501.9430161171
886.2930020213128,-411183.1387058237
909.0184636116028,-400449.6527686295
931.7439252018929,-390248.60312383104
954.469386792183,-380540.78310986713
977.194848382473,-371306.5956355827
999.9203099727631,-362521.4568876464
1022.6457715630531,-354154.7671961799
1045.3712331533432,-346175.26423628314
1068.0966947436334,-338559.7809939042
1090.8221563339234,-331287.4844615792
1113.5476179242135,-324335.56136712315
1136.2730795145035,-317683.3751950983
1158.9985411047935,-311312.1892186338
1181.7240026950838,-305204.12561274145
1204.4494642853738,-299340.59512794076
1227.1749258756638,-293703.5079661988
1249.9003874659538,-288283.0865188929
1272.6258490562439,-283075.2874686958
1295.351310646534,-278071.51543595665
1318.0767722368241,-273259.2080694666
1340.8022338271142,-268625.0633058067
1363.5276954174042,-264156.3886246635
1386.2531570076942,-259841.51303640142
1408.9786185979845,-255669.6746408977
1431.7040801882745,-251630.53903403238
1454.4295417785645,-247714.33590846596
1477.1550033688545,-243914.60117765164
1499.8804649591445,-240230.57635255685
1522.6059265494348,-236662.3235920621
