,elbo,time_steps
0,-101955.82109375,0.0
1,-103941.44921875,0.027797159856290193
2,-104114.83203125,0.05559431971258039
3,-105806.55703125,0.08339147956887058
4,-105667.05,0.11118863942516077
5,-107195.08515625,0.13898579928145097
6,-106062.078125,0.16678295913774116
7,-107490.65546875,0.19458011899403135
8,-106370.778125,0.22237727885032155
9,-107221.1125,0.2501744387066117
10,-106526.99140625,0.27797159856290193
11,-106513.41953125,0.30576875841919215
12,-106729.303125,0.3335659182754823
13,-107142.54921875,0.3613630781317725
14,-106021.3921875,0.3891602379880627
15,-107296.34453125,0.41695739784435293
16,-107416.95703125,0.4447545577006431
17,-107425.671875,0.47255171755693326
18,-107006.8046875,0.5003488774132234
19,-104773.159375,0.5281460372695137
20,-107689.8046875,0.5559431971258039
21,-107429.1984375,0.583740356982094
22,-107672.55390625,0.6115375168383843
23,-107163.61953125,0.6393346766946745
24,-107806.80703125,0.6671318365509646
25,-107781.9140625,0.6949289964072548
26,-107425.41640625,0.722726156263545
27,-107074.7640625,0.7505233161198352
28,-108332.4609375,0.7783204759761254
29,-106915.965625,0.8061176358324156
30,-107648.52578125,0.8339147956887059
31,-107764.88828125,0.861711955544996
32,-107376.39296875,0.8895091154012862
33,-107732.9984375,0.9173062752575764
34,-108343.2484375,0.9451034351138665
35,-108152.42890625,0.9729005949701568
36,-108449.26328125,1.0006977548264469
37,-108526.88125,1.0284949146827371
38,-106805.48515625,1.0562920745390274
39,-107866.61953125,1.0840892343953175
40,-107801.1984375,1.1118863942516077
41,-107722.63203125,1.139683554107898
42,-107584.3921875,1.167480713964188
43,-106644.58828125,1.1952778738204783
44,-107289.98203125,1.2230750336767686
45,-107214.0375,1.2508721935330587
46,-107057.459375,1.278669353389349
47,-107184.5046875,1.306466513245639
48,-107521.98671875,1.3342636731019293
49,-107291.6640625,1.3620608329582196
50,-107103.43828125,1.3898579928145096
51,-107886.8671875,1.4176551526708
52,-107264.2828125,1.44545231252709
53,-107224.47734375,1.4732494723833802
54,-107737.74296875,1.5010466322396705
55,-107024.2671875,1.5288437920959606
56,-107784.74140625,1.5566409519522508
57,-107445.4265625,1.584438111808541
58,-107527.9515625,1.6122352716648312
59,-107077.7421875,1.6400324315211214
60,-107570.0375,1.6678295913774117
61,-107432.56953125,1.6956267512337018
62,-106665.92578125,1.723423911089992
