,elbo,time_steps
0,-102984.046875,0.0
1,-103920.078125,0.25424898609016783
2,-102841.171875,0.5084979721803357
3,-99696.859375,0.7627469582705035
4,-101313.671875,1.0169959443606713
5,-99391.0390625,1.271244930450839
6,-100369.875,1.525493916541007
7,-102019.921875,1.7797429026311749
8,-103441.828125,2.0339918887213426
9,-102260.9609375,2.2882408748115104
10,-97430.359375,2.542489860901678
11,-96394.3125,2.796738846991846
12,-92474.125,3.050987833082014
13,-99401.1875,3.305236819172182
14,-97754.0625,3.5594858052623497
15,-97871.015625,3.8137347913525175
16,-97632.015625,4.067983777442685
17,-95960.203125,4.3222327635328535
18,-98028.640625,4.576481749623021
19,-96093.2890625,4.830730735713189
20,-94573.5703125,5.084979721803356
21,-98665.859375,5.3392287078935246
22,-96899.328125,5.593477693983692
23,-95228.1875,5.84772668007386
24,-93915.4140625,6.101975666164028
25,-94302.140625,6.356224652254196
26,-96001.6328125,6.610473638344364
27,-93497.8828125,6.864722624434531
28,-95056.84375,7.118971610524699
29,-97280.328125,7.373220596614867
30,-93650.2265625,7.627469582705035
31,-89772.515625,7.881718568795202
32,-95699.3671875,8.13596755488537
33,-93924.4296875,8.390216540975539
34,-94366.7734375,8.644465527065707
35,-93160.921875,8.898714513155873
36,-93412.5234375,9.152963499246042
37,-92753.328125,9.40721248533621
38,-92771.1640625,9.661461471426378
39,-91265.0625,9.915710457516544
40,-88724.328125,10.169959443606713
41,-95920.71875,10.42420842969688
42,-90586.578125,10.678457415787049
43,-90203.3984375,10.932706401877217
44,-94510.640625,11.186955387967384
45,-89789.3125,11.441204374057552
46,-90681.1484375,11.69545336014772
47,-86453.328125,11.949702346237888
48,-94428.296875,12.203951332328057
49,-85700.265625,12.458200318418223
50,-89429.140625,12.712449304508391
51,-92690.046875,12.96669829059856
52,-90371.1015625,13.220947276688728
53,-88102.234375,13.475196262778894
54,-90903.671875,13.729445248869062
55,-92177.2734375,13.98369423495923
56,-83129.5859375,14.237943221049399
57,-91623.65625,14.492192207139567
58,-92944.03125,14.746441193229733
59,-83543.7734375,15.000690179319902
60,-87628.3671875,15.25493916541007
61,-83631.25,15.509188151500238
62,-87660.546875,15.763437137590405
63,-87531.03125,16.017686123680573
64,-90939.5,16.27193510977074
65,-84951.796875,16.52618409586091
66,-85509.359375,16.780433081951077
67,-88810.8046875,17.034682068041246
68,-90069.296875,17.288931054131414
69,-86550.09375,17.54318004022158
70,-87832.234375,17.797429026311747
71,-84329.234375,18.051678012401915
72,-92443.734375,18.305926998492083
73,-83498.5625,18.56017598458225
74,-88401.2734375,18.81442497067242
75,-82974.90625,19.068673956762588
76,-82280.6640625,19.322922942852756
77,-89264.3515625,19.577171928942924
78,-84614.703125,19.83142091503309
79,-79160.265625,20.085669901123257
80,-82368.234375,20.339918887213425
81,-86716.921875,20.594167873303594
82,-87211.8984375,20.84841685939376
83,-78327.5390625,21.10266584548393
84,-85074.0625,21.356914831574098
85,-81504.1640625,21.611163817664266
86,-76652.5703125,21.865412803754435
87,-84591.6484375,22.1196617898446
88,-77722.640625,22.373910775934768
